,valor,bairro,zona,categoria,area,qtde_quartos,qtde_vagas,qtde_banheiros
1739,240000.0,Petrópolis,Sul,Casas,160.0,3.0,1.0,4.0
1740,270000.0,Ponta Negra,Oeste,Casas,360.0,4.0,4.0,5.0
1741,2300000.0,Ponta Negra,Oeste,Casas,395.0,4.0,5.0,5.0
1742,190000.0,Alvorada,Centro-Oeste,Apartamentos,42.0,2.0,1.0,1.0
1743,800000.0,Nossa Senhora Aparecida,Sul,Casas,206.0,5.0,2.0,5.0
1744,320000.0,Santo Antônio,Oeste,Apartamentos,65.0,2.0,1.0,2.0
1745,890000.0,Tarumã,Oeste,Casas,200.0,3.0,2.0,3.0
1746,410000.0,Planalto,Centro-Oeste,Casas,140.0,4.0,3.0,3.0
1747,440000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,103.0,3.0,2.0,3.0
1748,200000.0,Cidade Nova,Norte,Casas,50.0,2.0,2.0,2.0
1749,258001.0,Flores,Centro-Sul,Casas,81.0,3.0,2.0,2.0
1750,380000.0,Tarumã-Açu,Oeste,Casas,120.0,3.0,2.0,1.0
1751,1590000.0,Aleixo,Centro-Sul,Casas,450.0,4.0,3.0,5.0
1752,767282.0,Dom Pedro I,Centro-Oeste,Apartamentos,113.0,3.0,2.0,4.0
1753,750000.0,Ponta Negra,Oeste,Casas,250.0,3.0,4.0,4.0
1754,500000.0,Aleixo,Centro-Sul,Apartamentos,140.0,3.0,2.0,4.0
1755,90000.0,Nova Cidade,Norte,Casas,157.0,2.0,2.0,1.0
1757,480000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,88.0,3.0,2.0,2.0
1758,424520.0,Dom Pedro I,Centro-Oeste,Apartamentos,90.0,3.0,2.0,2.0
1759,1450000.0,Aleixo,Centro-Sul,Apartamentos,230.0,4.0,4.0,5.0
1760,650000.0,Dom Pedro I,Centro-Oeste,Apartamentos,100.0,3.0,2.0,3.0
1761,270000.0,Flores,Centro-Sul,Apartamentos,63.0,2.0,2.0,2.0
1762,850000.0,Parque 10 de Novembro,Centro-Sul,Casas,280.0,3.0,3.0,3.0
1763,950000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,129.0,3.0,2.0,4.0
1764,480050.0,Parque 10 de Novembro,Centro-Sul,Casas,130.0,3.0,2.0,2.0
1766,215000.0,Flores,Centro-Sul,Casas,300.0,5.0,0.0,4.0
1767,500000.0,Japiim,Sul,Casas,120.0,2.0,2.0,3.0
1768,1380000.0,Aleixo,Centro-Sul,Casas,442.0,4.0,3.0,3.0
1769,630000.0,Compensa,Oeste,Casas,297.0,5.0,5.0,5.0
1771,590000.0,Centro,Sul,Apartamentos,200.0,3.0,2.0,4.0
1772,130000.0,Tarumã,Oeste,Apartamentos,42.0,2.0,1.0,1.0
1774,775900.0,Ponta Negra,Oeste,Casas,145.0,3.0,2.0,3.0
1777,250000.0,Flores,Centro-Sul,Casas,90.0,3.0,2.0,1.0
1778,165000.0,Tarumã,Oeste,Apartamentos,44.0,2.0,1.0,1.0
1780,440000.0,Flores,Centro-Sul,Apartamentos,85.0,3.0,2.0,2.0
1781,745000.0,Aleixo,Centro-Sul,Casas,100.0,1.0,2.0,2.0
1782,160000.0,Flores,Centro-Sul,Casas,80.0,2.0,2.0,2.0
1783,480001.0,Parque 10 de Novembro,Centro-Sul,Casas,136.0,3.0,2.0,2.0
1784,140000.0,Cidade Nova,Norte,Casas,56.0,3.0,1.0,2.0
1785,5500000.0,Ponta Negra,Oeste,Casas,790.0,5.0,4.0,5.0
1786,694001.0,Flores,Centro-Sul,Casas,307.0,4.0,3.0,3.0
1788,1100000.0,Nossa Senhora das Graças,Centro-Sul,Apartamentos,200.0,4.0,3.0,4.0
1789,1500000.0,Ponta Negra,Oeste,Casas,275.0,4.0,5.0,5.0
1790,1300000.0,Ponta Negra,Oeste,Apartamentos,195.0,4.0,3.0,5.0
1791,305000.0,Flores,Centro-Sul,Casas,60.0,2.0,2.0,2.0
1793,80000.0,Alvorada,Centro-Oeste,Casas,250.0,3.0,3.0,2.0
1796,520000.0,Ponta Negra,Oeste,Apartamentos,204.0,3.0,2.0,3.0
1797,650000.0,Tarumã,Oeste,Casas,169.0,3.0,2.0,4.0
1798,485000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,88.0,3.0,2.0,3.0
1800,212300.0,Novo Aleixo,Norte,Apartamentos,50.0,3.0,1.0,1.0
1801,380000.0,Flores,Centro-Sul,Apartamentos,75.0,3.0,2.0,2.0
1802,385000.0,Flores,Centro-Sul,Apartamentos,83.0,3.0,1.0,2.0
1809,280000.0,Colônia Santo Antônio,Norte,Casas,81.0,2.0,2.0,2.0
1810,550000.0,Ponta Negra,Oeste,Apartamentos,67.0,2.0,1.0,2.0
1811,450000.0,Monte das Oliveiras,Norte,Casas,100.0,3.0,4.0,2.0
1812,1280000.0,Parque 10 de Novembro,Centro-Sul,Casas,336.0,5.0,2.0,2.0
1814,258000.0,Flores,Centro-Sul,Casas,81.0,3.0,2.0,2.0
1816,900000.0,Tarumã,Oeste,Casas,260.0,3.0,4.0,2.0
1817,850000.0,Flores,Centro-Sul,Apartamentos,190.0,3.0,2.0,3.0
1822,424000.0,Dom Pedro I,Centro-Oeste,Apartamentos,64.0,2.0,1.0,2.0
1823,230000.0,Flores,Centro-Sul,Casas,80.0,3.0,1.0,2.0
1824,1300000.0,Adrianópolis,Centro-Sul,Apartamentos,155.0,4.0,2.0,5.0
1825,190000.0,Cidade Nova,Norte,Casas,110.0,3.0,1.0,2.0
1826,850000.0,Dom Pedro I,Centro-Oeste,Casas,250.0,4.0,2.0,4.0
1827,630000.0,Cidade Nova,Norte,Casas,120.0,3.0,2.0,3.0
1828,430000.0,Aleixo,Centro-Sul,Apartamentos,89.0,3.0,2.0,3.0
1829,850000.0,Dom Pedro I,Centro-Oeste,Apartamentos,127.0,3.0,2.0,4.0
1830,258000.0,Flores,Centro-Sul,Apartamentos,81.0,3.0,2.0,2.0
1831,950000.0,Ponta Negra,Oeste,Apartamentos,134.0,3.0,2.0,4.0
1832,160117.0,Flores,Centro-Sul,Casas,70.0,2.0,2.0,2.0
1833,300000.0,Planalto,Centro-Oeste,Casas,200.0,3.0,3.0,2.0
1834,1187000.0,Ponta Negra,Oeste,Casas,225.0,4.0,3.0,3.0
1835,770000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,109.0,3.0,3.0,2.0
1836,900000.0,Ponta Negra,Oeste,Casas,350.0,4.0,5.0,3.0
1837,690000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,106.0,3.0,2.0,3.0
1838,330000.0,Ponta Negra,Oeste,Apartamentos,67.0,2.0,1.0,2.0
1839,730000.0,Ponta Negra,Oeste,Casas,280.0,3.0,4.0,3.0
1840,700000.0,Colônia Terra Nova,Norte,Casas,170.0,3.0,4.0,3.0
1841,450000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,72.0,2.0,1.0,2.0
1844,480000.0,Adrianópolis,Centro-Sul,Apartamentos,127.0,3.0,2.0,3.0
1845,1600000.0,Ponta Negra,Oeste,Casas,458.0,4.0,5.0,5.0
1846,237600.0,Novo Aleixo,Norte,Apartamentos,49.0,2.0,1.0,1.0
1847,420000.0,Ponta Negra,Oeste,Apartamentos,66.0,2.0,1.0,2.0
1848,378000.0,Ponta Negra,Oeste,Apartamentos,66.0,2.0,1.0,2.0
1849,1250000.0,Adrianópolis,Centro-Sul,Apartamentos,132.0,3.0,2.0,4.0
1851,670000.0,Dom Pedro I,Centro-Oeste,Apartamentos,101.0,3.0,2.0,3.0
1853,125000.0,Cidade Nova,Norte,Casas,58.0,4.0,2.0,2.0
1854,800000.0,Centro,Sul,Casas,240.0,3.0,4.0,2.0
1855,202490.0,Planalto,Centro-Oeste,Apartamentos,38.0,2.0,1.0,1.0
1856,230000.0,Centro,Sul,Apartamentos,73.0,2.0,1.0,2.0
1857,1900000.0,Adrianópolis,Centro-Sul,Apartamentos,162.0,3.0,4.0,5.0
1858,4000000.0,Adrianópolis,Centro-Sul,Casas,700.0,3.0,5.0,4.0
1859,150000.0,São Jorge,Oeste,Casas,250.0,3.0,2.0,2.0
1860,420000.0,Japiim,Sul,Casas,600.0,3.0,3.0,2.0
1861,280133.0,Novo Aleixo,Norte,Casas,90.0,3.0,2.0,2.0
1862,600000.0,Nossa Senhora das Graças,Centro-Sul,Casas,400.0,5.0,5.0,5.0
1863,349997.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,75.0,3.0,1.0,2.0
1864,700000.0,Adrianópolis,Centro-Sul,Apartamentos,139.0,3.0,2.0,4.0
1865,5000000.0,Aleixo,Centro-Sul,Casas,500.0,4.0,5.0,5.0
1867,40000.0,Flores,Centro-Sul,Casas,30.0,4.0,2.0,3.0
1868,261010.0,Dom Pedro I,Centro-Oeste,Apartamentos,76.0,3.0,1.0,2.0
1872,400000.0,Centro,Sul,Apartamentos,170.0,3.0,1.0,3.0
1873,130000.0,Nova Esperança,Oeste,Casas,150.0,3.0,1.0,1.0
1874,270000.0,Flores,Centro-Sul,Casas,67.0,2.0,2.0,2.0
1875,5500000.0,Ponta Negra,Oeste,Casas,680.0,5.0,5.0,5.0
1876,950000.0,São Jorge,Oeste,Apartamentos,133.0,3.0,2.0,5.0
1877,370000.0,Santo Agostinho,Oeste,Casas,200.0,2.0,2.0,2.0
1878,350000.0,Parque 10 de Novembro,Centro-Sul,Casas,84.0,3.0,2.0,2.0
1880,490000.0,Colônia Santo Antônio,Norte,Apartamentos,131.0,3.0,2.0,2.0
1881,539900.0,Adrianópolis,Centro-Sul,Apartamentos,204.0,3.0,2.0,2.0
1883,110000.0,Tarumã,Oeste,Casas,90.0,1.0,1.0,1.0
1884,200133.0,Tarumã,Oeste,Apartamentos,70.0,2.0,1.0,1.0
1885,265004.0,Flores,Centro-Sul,Casas,85.0,3.0,2.0,2.0
1887,880000.0,Dom Pedro I,Centro-Oeste,Casas,300.0,5.0,2.0,5.0
1888,1050000.0,Ponta Negra,Oeste,Casas,300.0,4.0,4.0,5.0
1889,220000.0,Tarumã-Açu,Oeste,Apartamentos,49.0,3.0,1.0,1.0
1891,175000.0,Tarumã-Açu,Oeste,Apartamentos,46.0,2.0,1.0,1.0
1892,1250000.0,Adrianópolis,Centro-Sul,Apartamentos,155.0,3.0,2.0,4.0
1893,79900.0,Santa Etelvina,Norte,Casas,100.0,2.0,3.0,1.0
1895,330000.0,Tarumã-Açu,Oeste,Casas,60.0,2.0,2.0,1.0
1896,270087.0,Flores,Centro-Sul,Casas,70.0,2.0,2.0,2.0
1897,70000.0,Cidade Nova,Norte,Apartamentos,42.0,2.0,2.0,1.0
1899,400000.0,Japiim,Sul,Casas,300.0,3.0,3.0,4.0
1900,1230000.0,Nossa Senhora das Graças,Centro-Sul,Casas,220.0,4.0,3.0,3.0
1901,280000.0,Flores,Centro-Sul,Apartamentos,59.0,2.0,1.0,1.0
1902,420000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,96.0,3.0,1.0,3.0
1903,650000.0,São Jorge,Oeste,Casas,250.0,4.0,3.0,2.0
1904,1290000.0,Ponta Negra,Oeste,Casas,275.0,3.0,4.0,5.0
1905,180365.0,Novo Aleixo,Norte,Casas,80.0,2.0,2.0,2.0
1906,300018.0,Planalto,Centro-Oeste,Casas,80.0,3.0,2.0,2.0
1908,2000000.0,Tarumã,Oeste,Casas,3000.0,4.0,4.0,1.0
1910,320000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,80.0,3.0,2.0,2.0
1912,495000.0,Flores,Centro-Sul,Casas,200.0,3.0,5.0,4.0
1913,180000.0,São José Operário,Leste,Casas,300.0,4.0,3.0,2.0
1915,250129.0,Flores,Centro-Sul,Casas,70.0,2.0,2.0,2.0
1917,600000.0,Centro,Sul,Apartamentos,76.0,2.0,3.0,2.0
1918,1800000.0,Chapada,Centro-Sul,Casas,220.0,3.0,3.0,4.0
1919,399997.0,Lírio do Vale,Oeste,Casas,350.0,3.0,3.0,1.0
1920,180134.0,Novo Aleixo,Norte,Casas,70.0,2.0,2.0,2.0
1921,450000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,101.0,3.0,2.0,3.0
1922,580000.0,Praça 14 de Janeiro,Sul,Apartamentos,150.0,3.0,2.0,2.0
1923,319000.0,Dom Pedro I,Centro-Oeste,Apartamentos,56.0,3.0,2.0,2.0
1924,120000.0,Crespo,Sul,Apartamentos,29.0,1.0,1.0,1.0
1925,420000.0,Centro,Sul,Apartamentos,80.0,3.0,2.0,2.0
1926,550000.0,Parque 10 de Novembro,Centro-Sul,Apartamentos,80.0,3.0,2.0,2.0
1928,1700000.0,Ponta Negra,Oeste,Casas,270.0,4.0,4.0,4.0
