valor,cep,cidade,bairro,zona,logradouro,categoria,area,qtde_quartos,qtde_vagas,qtde_banheiros
2329000,69057002,Manaus,Adrianópolis,Centro-Sul,Avenida Mário Ypiranga - de 1087/1088 a 2275/2276,Apartamentos,215,4,3,5
8000,69050087,Manaus,Chapada,Centro-Sul,Rua José Belém,Casas,130,3,2,2
270129,69058000,Manaus,Flores,Centro-Sul,Conjunto Anavilhanas,Casas,70,2,2,2
300000,69037042,Manaus,Ponta Negra,Oeste,Rua Raimundo Nonato de Castro,Apartamentos,58,2,1,1
380000,69023001,Manaus,Tarumã-Açu,Oeste,Avenida do Turismo,Casas,69,3,2,2
1500368,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Casas,150,3,2,4
1600000,69037057,Manaus,Ponta Negra,Oeste,Alameda Alaska,Apartamentos,178,4,3,5
95000,69090633,Manaus,Nova Cidade,Norte,Rua Rio Arnon,Casas,160,2,1,2
1500000,69037144,Manaus,Ponta Negra,Oeste,Avenida Frederico Baird,Casas,223,4,2,5
879999,69093415,Manaus,Colônia Terra Nova,Norte,Avenida Torquato Tapajós,Casas,220,3,4,5
450000,69058833,Manaus,Flores,Centro-Sul,Rua Dom Jackson D. Rodrigues,Apartamentos,69,3,2,2
90000,69086772,Manaus,Gilberto Mestrinho,Leste,Rua da Ressurreição,Casas,null,3,null,0
630000,69097000,Manaus,Cidade Nova,Norte,Rua Padre João Ribeiro,Casas,140,3,2,1
180000,69038291,Manaus,Lírio do Vale,Oeste,Rua Souto Soares,Casas,320,3,2,2
800000,69058448,Manaus,Flores,Centro-Sul,Rua Barão de Indaiá,Apartamentos,90,3,2,4
300000,69050100,Manaus,Chapada,Centro-Sul,Travessa Pensador,Apartamentos,85,2,1,2
1600000,69037145,Manaus,Ponta Negra,Oeste,Alameda Carlota Bonfim,Casas,255,4,null,4
265000,69028214,Manaus,Flores,Centro-Sul,Rua Acajá,Casas,85,3,2,2
770000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,90,3,2,3
750000,69098454,Manaus,Novo Aleixo,Norte,Rua Cachoeira da Onça,Casas,220,5,4,3
963000,69093415,Manaus,Colônia Terra Nova,Norte,Avenida Torquato Tapajós,Casas,305,4,3,5
968000,69055752,Manaus,Parque 10 de Novembro,Centro-Sul,Rua José Mariano,Apartamentos,444,5,4,4
1600000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,134,3,2,4
740000,69050030,Manaus,Parque 10 de Novembro,Centro-Sul,Avenida Mário Ypiranga - de 2386/2387 ao fim,Apartamentos,160,3,2,5
1800000,69037225,Manaus,Ponta Negra,Oeste,Avenida José Augusto Loureiro,Casas,404,5,4,5
320000,69023001,Manaus,Tarumã-Açu,Oeste,Avenida do Turismo,Casas,71,3,2,2
390000,69049490,Manaus,Redenção,Centro-Oeste,Rua Gaivota de Ross,Casas,300,3,5,2
280000,69097438,Manaus,Nova Cidade,Norte,Avenida Creta,Casas,280,5,2,5
270430,69058000,Manaus,Flores,Centro-Sul,Conjunto Anavilhanas,Casas,70,2,2,2
null,69040040,Manaus,Dom Pedro I,Centro-Oeste,Avenida Dom Pedro I,Apartamentos,102,3,2,3
250000,69055021,Manaus,Parque 10 de Novembro,Centro-Sul,Avenida Maneca Marques,Apartamentos,55,1,1,1
530000,69040270,Manaus,Dom Pedro I,Centro-Oeste,Avenida Jacira Reis - de 1/2 ao fim,Apartamentos,81,2,1,2
180000,69092410,Manaus,Nova Cidade,Norte,Rua Monte Albert,Casas,130,2,3,2
60000,69099134,Manaus,Cidade de Deus,Norte,Rua Plínio Salgado (V Nova),Casas,9,2,1,1
430000,69037900,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,65,2,1,2
150000,69041025,Manaus,Tarumã,Oeste,Avenida Torquato Tapajós,Apartamentos,45,2,1,1
160358,69058000,Manaus,Flores,Centro-Sul,Conjunto Anavilhanas,Casas,80,2,2,2
169900,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,42,2,1,1
4500000,69057000,Manaus,Adrianópolis,Centro-Sul,Avenida Mário Ypiranga - até 436/437,Casas,750,5,5,5
900000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Casas,180,3,4,5
231100,69098445,Manaus,Novo Aleixo,Norte,Rua Cachoeira do Niágara,Apartamentos,49,2,1,1
175000,69096148,Manaus,Cidade Nova,Norte,Rua Catete,Casas,200,3,2,2
300000,69029120,Manaus,Santo Antônio,Oeste,Avenida Padre Agostinho Caballero Martin,Apartamentos,80,2,1,2
1450000,69060094,Manaus,Aleixo,Centro-Sul,Rua Estrela Sírius,Apartamentos,230,5,4,5
650000,69037155,Manaus,Ponta Negra,Oeste,Rua Mediterrâneo,Casas,145,3,null,3
620000,69060085,Manaus,Aleixo,Centro-Sul,Avenida Via Láctea,Apartamentos,92,3,2,3
1400000,69037061,Manaus,Ponta Negra,Oeste,Alameda Zaire,Apartamentos,null,3,null,3
7000000,69057001,Manaus,Adrianópolis,Centro-Sul,Avenida Mário Ypiranga - de 438/439 a 1085/1086,Casas,2000,5,5,5
475800,69033000,Manaus,São Jorge,Oeste,Avenida São Jorge - até 773/774,Apartamentos,71,2,1,2
800000,69040082,Manaus,Dom Pedro I,Centro-Oeste,Rua Parque dos Franceses,Casas,157,3,2,2
399500,69058305,Manaus,Flores,Centro-Sul,Rua Santa Cruz,Casas,72,2,2,2
265128,69058000,Manaus,Flores,Centro-Sul,Conjunto Anavilhanas,Casas,90,3,2,2
720000,69037225,Manaus,Ponta Negra,Oeste,Avenida José Augusto Loureiro,Casas,150,3,null,3
350000,69050440,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Wladimir Herzog,Apartamentos,73,3,1,2
244050,69038250,Manaus,Lírio do Vale,Oeste,Rua Pindaí,Casas,81,3,2,1
130000,69059420,Manaus,Santa Etelvina,Norte,Rua Nossa Senhora de Fátima,Apartamentos,52,2,1,1
175000,69099308,Manaus,Cidade de Deus,Norte,Rua Condor,Casas,100,4,4,3
220000,69058210,Manaus,Flores,Centro-Sul,Rua Barão de Paranapiacaba,Casas,63,2,2,1
47000000,69000000,Manaus,Centro,Sul,null,Casas,null,2,1,1
100000,69090872,Manaus,Cidade Nova,Norte,Rua Abiu Açú,Apartamentos,57,2,1,1
350000,69055747,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Marechal Junot,Apartamentos,73,3,2,2
280000,69042827,Manaus,Alvorada,Centro-Oeste,Rua Glorios,Casas,160,5,1,5
125000,69098000,Manaus,Novo Aleixo,Norte,Rua Cariré,Casas,300,3,3,2
1000000,69053120,Manaus,Nossa Senhora das Graças,Centro-Sul,Avenida Rio Guamá,Apartamentos,192,4,3,1
370000,69058030,Manaus,Flores,Centro-Sul,Avenida Professor Nilton Lins,Apartamentos,83,3,1,2
200131,69021005,Manaus,Tarumã,Oeste,Avenida Dona Otília,Apartamentos,70,2,1,1
590000,69040040,Manaus,Dom Pedro I,Centro-Oeste,Avenida Dom Pedro I,Apartamentos,92,3,2,1
243000,69038300,Manaus,Lírio do Vale,Oeste,null,Casas,81,3,2,1
269005,69090000,Manaus,Cidade Nova,Norte,Avenida Noel Nutels - até 849/850,Casas,89,3,3,2
493200,69037144,Manaus,Ponta Negra,Oeste,Avenida Frederico Baird,Casas,183000,3,4,2
400000,69010425,Manaus,Nossa Senhora Aparecida,Sul,Avenida Ramos Ferreira,Apartamentos,120,3,1,3
100000,69020190,Manaus,Praça 14 de Janeiro,Sul,Avenida Nhamundá,Casas,350,3,3,3
125000,69083230,Manaus,Aleixo,Centro-Sul,Rua dos Crisântemos,Apartamentos,42,2,1,1
195000,69077767,Manaus,Japiim,Sul,Rua Professor Andrade Bezerra,Apartamentos,50,2,1,1
810000,69041460,Manaus,Tarumã,Oeste,Rua Sino Azul,Casas,233,4,4,5
220000,69021005,Manaus,Tarumã,Oeste,Avenida Dona Otília,Apartamentos,56,3,1,1
2000000,69060020,Manaus,Aleixo,Centro-Sul,Avenida Ephigênio Salles,Casas,690,5,3,4
174000,69055682,Manaus,Parque 10 de Novembro,Centro-Sul,Travessa Carlos IV,Apartamentos,65,2,2,1
125000,69018150,Manaus,Lago Azul,Norte,Avenida Comendador José Cruz,Apartamentos,43,2,1,1
190001,69054700,Manaus,Parque 10 de Novembro,Centro-Sul,Avenida Tancredo Neves - de 1079/1080 a 1859/1860,Apartamentos,50,2,1,1
60000,69021005,Manaus,Tarumã,Oeste,Avenida Dona Otília,Casas,180,3,2,1
2500000,69037071,Manaus,Ponta Negra,Oeste,Avenida Cecília Meireles,Casas,469,5,5,5
1850000,69057002,Manaus,Adrianópolis,Centro-Sul,Avenida Mário Ypiranga - de 1087/1088 a 2275/2276,Apartamentos,301,4,4,5
299000,69028000,Manaus,Flores,Centro-Sul,Rua Espanha,Casas,300,2,3,1
830000,69037015,Manaus,Ponta Negra,Oeste,Alameda França,Casas,250,3,4,3
420000,69028327,Manaus,Flores,Centro-Sul,Rua Cristiano Machado,Apartamentos,79,3,2,2
2600000,69037225,Manaus,Ponta Negra,Oeste,Avenida José Augusto Loureiro,Casas,335,4,null,4
220000,69060260,Manaus,Aleixo,Centro-Sul,Rua Oscarito,Apartamentos,71,2,1,1
305000,69049270,Manaus,Redenção,Centro-Oeste,Rua Charles Goodyear,Casas,300,2,4,2
1000000,69057015,Manaus,Adrianópolis,Centro-Sul,Avenida Jornalista Umberto Calderaro Filho - até 99997/99998,Apartamentos,224,4,2,3
2200000,69037144,Manaus,Ponta Negra,Oeste,Avenida Frederico Baird,Apartamentos,220,5,4,5
35000,69053100,Manaus,Nossa Senhora das Graças,Centro-Sul,Rua Rio Iça,Casas,200,2,1,1
244003,69038490,Manaus,Lírio do Vale,Oeste,Rua Jequié,Apartamentos,88,3,2,2
95000,69093645,Manaus,Colônia Terra Nova,Norte,Rua Sinagoga,Casas,825,4,null,null
80000,69095625,Manaus,Cidade Nova,Norte,Rua Campo Dourado,Casas,null,3,1,2
230000,69099762,Manaus,Novo Aleixo,Norte,Rua José Romão,Apartamentos,45,2,null,1
750000,69037042,Manaus,Ponta Negra,Oeste,Rua Raimundo Nonato de Castro,Apartamentos,150,4,null,4
200000,69057021,Manaus,Adrianópolis,Centro-Sul,Avenida Paraíba - de 1 ao fim - lado ímpar,Apartamentos,30,1,1,1
180000,69036525,Manaus,Santo Agostinho,Oeste,Rua Projetada V,Casas,160,3,2,2
620000,69037005,Manaus,Ponta Negra,Oeste,Avenida do Turismo,Casas,144,3,2,3
450000,69050290,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Virgílio Freire,Apartamentos,105,3,2,3
40000,69099794,Manaus,Cidade de Deus,Norte,Rua Rosa de Lírio,Casas,40,2,1,1
870000,69083240,Manaus,Aleixo,Centro-Sul,Rua dos Girassóis,Apartamentos,600,5,null,5
170000,69023022,Manaus,Tarumã-Açu,Oeste,Rua dos Tigres,Apartamentos,49,3,1,1
200000,69060020,Manaus,Aleixo,Centro-Sul,Avenida Ephigênio Salles,Apartamentos,57,2,1,1
750012,69037144,Manaus,Ponta Negra,Oeste,Avenida Frederico Baird,Casas,144,3,4,2
170000,69097060,Manaus,Cidade Nova,Norte,Rua 11,Casas,128,3,1,2
700000,69040430,Manaus,Dom Pedro I,Centro-Oeste,Rua Castanhal,Apartamentos,100,3,2,2
600000,69093415,Manaus,Colônia Terra Nova,Norte,Avenida Torquato Tapajós,Casas,220,3,4,3
850000,69060081,Manaus,Aleixo,Centro-Sul,Avenida José de Arimatéia,Apartamentos,117,3,2,3
320030,69093018,Manaus,Colônia Santo Antônio,Norte,Avenida Torquato Tapajós,Casas,88,3,2,2
300000,69030030,Manaus,Compensa,Oeste,Rua Capitão Brás,Casas,2400,2,3,2
343266,69037255,Manaus,Ponta Negra,Oeste,Avenida Thales Loureiro,Casas,67,2,2,3
790000,69037042,Manaus,Ponta Negra,Oeste,Rua Raimundo Nonato de Castro,Apartamentos,127,3,2,3
350000,69029160,Manaus,Santo Antônio,Oeste,Rua Marechal Bittencourt,Apartamentos,69,2,1,2
650000,69058090,Manaus,Flores,Centro-Sul,Rua Visconde de Porto Seguro - até 99999 - lado ímpar,Casas,127,3,2,3
230000,69010130,Manaus,Centro,Sul,Rua Simão Bolívar,Apartamentos,53,1,1,1
350000,69041110,Manaus,Tarumã,Oeste,Rua Professora Elvira Pinto,Casas,85,3,2,2
300000,69028075,Manaus,Flores,Centro-Sul,Rua Macuxi,Casas,76,2,1,3
550000,69060069,Manaus,Aleixo,Centro-Sul,Rua Planeta Urano,Apartamentos,115,3,2,3
125000,69018150,Manaus,Lago Azul,Norte,Avenida Comendador José Cruz,Apartamentos,42,2,1,1
2600000,69060020,Manaus,Aleixo,Centro-Sul,Avenida Ephigênio Salles,Casas,540,4,0,5
3500000,69037107,Manaus,Ponta Negra,Oeste,Rua Thales Loureiro,Casas,410,4,4,5
1030000,69058030,Manaus,Flores,Centro-Sul,Avenida Professor Nilton Lins,Casas,266,3,4,5
295000,69080440,Manaus,Coroado,Leste,Rua Treze de Maio,Casas,158,4,null,3
80000,69086250,Manaus,São José Operário,Leste,Rua Rio Paraná,Casas,250,3,3,2
2950000,69050055,Manaus,Chapada,Centro-Sul,Avenida Doutor Theomário Pinto da Costa,Casas,250,5,2,5
180000,null,null,null,null,null,Apartamentos,50,2,1,1
null,69078120,Manaus,Japiim,Sul,Rua Professor Botinely,Apartamentos,null,2,1,2
7565641,69057070,Manaus,Adrianópolis,Centro-Sul,Rua Teresina,Apartamentos,538,5,5,5
1600000,69037144,Manaus,Ponta Negra,Oeste,Avenida Frederico Baird,Casas,260,4,4,5
460000,69054308,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Sendai,Casas,170,3,2,2
1800000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,200,4,3,5
395000,69057024,Manaus,Adrianópolis,Centro-Sul,Condomínio Nossa Senhora de Fátima,Apartamentos,80,2,1,2
55000,69036584,Manaus,Santo Agostinho,Oeste,Beco Vila Verde,Casas,null,1,0,1
320000,69085190,Manaus,São José Operário,Leste,Rua Careiro,Casas,250,4,2,5
160000,69035510,Manaus,Compensa,Oeste,Parque Ayapuá,Apartamentos,66,2,1,2
5500000,69060081,Manaus,Aleixo,Centro-Sul,Avenida José de Arimatéia,Casas,755,4,4,4
60000,69095000,Manaus,Cidade Nova,Norte,Avenida Noel Nutels - de 851/852 a 2399/2400,Casas,45,2,null,1
750000,69055021,Manaus,Parque 10 de Novembro,Centro-Sul,Avenida Maneca Marques,Apartamentos,109,3,2,2
1100000,69029520,Manaus,Santo Antônio,Oeste,Rua Miroel Silveira,Apartamentos,180,4,3,4
480000,69037063,Manaus,Ponta Negra,Oeste,Alameda Albânia,Apartamentos,130,3,2,2
375001,69084224,Manaus,Zumbi dos Palmares,Leste,Rua Canari,Casas,450,5,5,4
190000,69041363,Manaus,Tarumã,Oeste,Rua Praia de Canoa Quebrada,Apartamentos,52,3,1,1
850000,69093415,Manaus,Colônia Terra Nova,Norte,Avenida Torquato Tapajós,Casas,218,3,4,4
250001,69097000,Manaus,Cidade Nova,Norte,Rua Padre João Ribeiro,Casas,75,2,2,2
371000,69093770,Manaus,Colônia Santo Antônio,Norte,Avenida Max Teixeira - até 2999 - lado ímpar,Apartamentos,93,3,1,2
203000,69044590,Manaus,Planalto,Centro-Oeste,Rua Fulvio Pennanchi,Apartamentos,44,2,1,1
900000,69053000,Manaus,Nossa Senhora das Graças,Centro-Sul,Avenida Djalma Batista - até 1596 - lado par,Casas,360,3,3,3
249999,69028250,Manaus,Flores,Centro-Sul,Rua Bélgica,Casas,90,3,2,1
55000,69018150,Manaus,Lago Azul,Norte,Avenida Comendador José Cruz,Apartamentos,45,2,1,1
340000,69055717,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Lima e Silva,Apartamentos,73,3,1,2
450000,69093770,Manaus,Colônia Santo Antônio,Norte,Avenida Max Teixeira - até 2999 - lado ímpar,Apartamentos,80,3,2,2
490000,69054700,Manaus,Parque 10 de Novembro,Centro-Sul,Avenida Tancredo Neves - de 1079/1080 a 1859/1860,Apartamentos,80,3,2,1
430000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,66,2,1,2
2000000,69037145,Manaus,Ponta Negra,Oeste,Alameda Carlota Bonfim,Casas,362,5,5,5
25000,69000000,Manaus,Centro,Sul,null,Casas,null,0,null,0
232990,69037207,Manaus,Ponta Negra,Oeste,Rua Narciso Cavalcante de Melo,Apartamentos,47,2,null,1
180000,null,null,null,null,null,Casas,48,2,2,2
150000,69050100,Manaus,Chapada,Centro-Sul,Travessa Pensador,Casas,350,3,3,2
430000,69023001,Manaus,Tarumã-Açu,Oeste,Avenida do Turismo,Casas,999,3,2,2
1464000,null,null,null,null,null,Apartamentos,147,3,2,4
1600000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Casas,250,4,4,4
889000,null,null,null,null,null,Apartamentos,123,3,2,5
450000,69093770,Manaus,Colônia Santo Antônio,Norte,Avenida Max Teixeira - até 2999 - lado ímpar,Apartamentos,85,3,2,2
1350000,69037145,Manaus,Ponta Negra,Oeste,Alameda Carlota Bonfim,Casas,290,5,4,5
162399,69093415,Manaus,Colônia Terra Nova,Norte,Avenida Torquato Tapajós,Apartamentos,41,2,1,1
500000,69054700,Manaus,Parque 10 de Novembro,Centro-Sul,Avenida Tancredo Neves - de 1079/1080 a 1859/1860,Apartamentos,80,3,2,2
258000,69058582,Manaus,Flores,Centro-Sul,Rua Conde de Itaguaí,Casas,81,3,2,2
750000,69037145,Manaus,Ponta Negra,Oeste,Alameda Carlota Bonfim,Casas,172,3,4,4
879995,69093415,Manaus,Colônia Terra Nova,Norte,Avenida Torquato Tapajós,Casas,200,3,4,5
450000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,85,3,2,3
220000,69028052,Manaus,Flores,Centro-Sul,Rua Tocantins,Casas,260,4,2,3
335000,69050045,Manaus,Chapada,Centro-Sul,Rua Parque dos Franceses,Apartamentos,60,2,1,1
110000,69088123,Manaus,Jorge Teixeira,Leste,Rua Paguana,Casas,18,3,0,2
280696,69033620,Manaus,São Jorge,Oeste,Rua Professora Raimunda Brasil,Casas,184,3,null,2
265000,69055737,Manaus,Parque 10 de Novembro,Centro-Sul,Condomínio Parque dos Rios IV,Apartamentos,57,2,1,2
350000,69098052,Manaus,Novo Aleixo,Norte,Rua Jaciara,Casas,90,2,2,1
389000,69055021,Manaus,Parque 10 de Novembro,Centro-Sul,Avenida Maneca Marques,Casas,null,3,null,2
260000,69078000,Manaus,Japiim,Sul,Avenida Tefé,Apartamentos,94,3,null,2
620000,69020160,Manaus,Centro,Sul,Rua Afonso Pena,Casas,300,5,4,3
2300000,69041010,Manaus,Tarumã,Oeste,Avenida do Turismo,Casas,368,4,3,5
260000,69077762,Manaus,Japiim,Sul,Rua Professor Virgínio Marques,Apartamentos,72,3,1,2
650000,69023001,Manaus,Tarumã-Açu,Oeste,Avenida do Turismo,Casas,110,2,2,4
281000,69023001,Manaus,Tarumã-Açu,Oeste,Avenida do Turismo,Casas,44,2,1,2
250000,69055000,Manaus,Parque 10 de Novembro,Centro-Sul,Rua do Comércio,Casas,350,3,3,2
1600000,69037071,Manaus,Ponta Negra,Oeste,Avenida Cecília Meireles,Casas,350,3,4,5
520000,69054715,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Jean Renoir,Casas,140,3,4,1
480000,69023001,Manaus,Tarumã-Açu,Oeste,Avenida do Turismo,Casas,110,4,3,3
290000,69088429,Manaus,Jorge Teixeira,Leste,Rua Mastruz,Casas,200,5,3,3
220000,69037043,Manaus,Ponta Negra,Oeste,Rua Francisco Loureiro,Apartamentos,56,2,1,1
160001,69057300,Manaus,Adrianópolis,Centro-Sul,Rua Bento Maciel,Apartamentos,28,1,1,1
360000,69093092,Manaus,Monte das Oliveiras,Norte,Avenida Elias Ramiro Bentes - de 1397/1398 ao fim,Apartamentos,71,3,null,2
735000,69050030,Manaus,Parque 10 de Novembro,Centro-Sul,Avenida Mário Ypiranga - de 2386/2387 ao fim,Apartamentos,140,3,2,5
685001,69028348,Manaus,Flores,Centro-Sul,Rua Inaldo Luigi,Casas,103,3,3,3
130000,69095378,Manaus,Cidade Nova,Norte,Travessa Diana,Casas,10,1,null,2
530000,69037042,Manaus,Ponta Negra,Oeste,Rua Raimundo Nonato de Castro,Apartamentos,81,3,2,1
85000,69080000,Manaus,Coroado,Leste,Rua Marquesa de Santos,Casas,0,2,0,1
330000,69060081,Manaus,Aleixo,Centro-Sul,Avenida José de Arimatéia,Apartamentos,56,2,1,2
650000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Casas,136,4,5,4
620130,69054000,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Dom João VI,Casas,150,3,2,4
175000,69041010,Manaus,Tarumã,Oeste,Avenida do Turismo,Apartamentos,41,2,1,null
3300000,69060020,Manaus,Aleixo,Centro-Sul,Avenida Ephigênio Salles,Casas,800,3,5,4
178000,69041000,Manaus,Tarumã,Oeste,Avenida Santos Dumont,Casas,100,2,2,1
1800000,null,null,null,null,null,Casas,1334,5,1,1
850000,69037057,Manaus,Ponta Negra,Oeste,Alameda Alaska,Apartamentos,125,3,2,3
249997,69044230,Manaus,Planalto,Centro-Oeste,Rua Sicília,Apartamentos,40,2,1,1
440000,69045630,Manaus,Planalto,Centro-Oeste,Rua Belgrado,Casas,160,3,4,2
480000,69060010,Manaus,Aleixo,Centro-Sul,Rua Gabriel Gonçalves,Casas,306,3,2,2
1500132,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Casas,170,3,2,4
850000,69030060,Manaus,Compensa,Oeste,Rua Mário Brandão,Apartamentos,120,4,2,4
55000,69099403,Manaus,Cidade de Deus,Norte,Rua Curicacas,Casas,60,2,null,1
55000,69088414,Manaus,Jorge Teixeira,Leste,Rua Fernando Cordova,Casas,42,1,null,1
170000,69057530,Manaus,Adrianópolis,Centro-Sul,Condomínio Ouro Preto,Apartamentos,60,2,1,1
700058,69093415,Manaus,Colônia Terra Nova,Norte,Avenida Torquato Tapajós,Casas,145,3,4,5
45000,69042670,Manaus,Dom Pedro I,Centro-Oeste,Rua Tobias de Aguiar,Casas,null,3,null,2
150000,69099326,Manaus,Cidade de Deus,Norte,Rua São Tobias,Casas,80,3,1,3
550000,69057035,Manaus,Adrianópolis,Centro-Sul,Avenida Álvaro Maia,Apartamentos,160,3,2,2
880000,69055021,Manaus,Parque 10 de Novembro,Centro-Sul,Avenida Maneca Marques,Apartamentos,155,3,3,5
null,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Casas,280,4,4,5
1390000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Casas,314,4,4,5
380000,69029160,Manaus,Santo Antônio,Oeste,Rua Marechal Bittencourt,Apartamentos,67,2,2,2
580000,69041025,Manaus,Tarumã,Oeste,Avenida Torquato Tapajós,Casas,130,3,null,3
155000,69042077,Manaus,Alvorada,Centro-Oeste,Rua Itaji,Casas,126,2,1,1
200000,69059170,Manaus,Santa Etelvina,Norte,Rua Ibitirama,Casas,225,2,2,1
130000,69023097,Manaus,Tarumã-Açu,Oeste,Rua Mutum do Norte,Apartamentos,42,2,1,1
500000,69097240,Manaus,Cidade Nova,Norte,Rua 312 B,Casas,270,4,3,2
280000,null,null,null,null,null,Casas,300,5,5,5
null,69060000,Manaus,Aleixo,Centro-Sul,Avenida André Araújo,Casas,750,5,5,5
110000,69054727,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Ítalo Calvino,Casas,145,5,null,2
1500000,69041010,Manaus,Tarumã,Oeste,Avenida do Turismo,Casas,250,4,5,5
710000,69055021,Manaus,Parque 10 de Novembro,Centro-Sul,Avenida Maneca Marques,Apartamentos,124,3,2,3
321000,69045670,Manaus,Planalto,Centro-Oeste,Rua Kampala,Casas,450,3,3,2
1200000,69095020,Manaus,Cidade Nova,Norte,Rua Rouxinol,Casas,300,5,5,4
1600002,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Apartamentos,134,3,2,4
248300,69044230,Manaus,Planalto,Centro-Oeste,Rua Sicília,Apartamentos,51,2,1,2
1600000,69022160,Manaus,Tarumã,Oeste,Condomínio Mediterrâneo,Casas,550,5,4,1
180000,69042190,Manaus,Alvorada,Centro-Oeste,Rua Marajó,Casas,125,2,null,2
5000000,69060020,Manaus,Aleixo,Centro-Sul,Avenida Ephigênio Salles,Casas,500,4,4,2
1600000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Casas,250,4,null,4
null,69082000,Manaus,Coroado,Leste,Rua Cristo Rei,Casas,null,3,1,2
0,69036150,Manaus,Compensa,Oeste,Beco do Delegado,Casas,0,0,0,0
250000,69097760,Manaus,Cidade Nova,Norte,Avenida Itaberaba,Casas,20000,2,1,2
150000,69088359,Manaus,Jorge Teixeira,Leste,Rua das Goiabeiras,Casas,null,3,1,2
95000,69095204,Manaus,Cidade Nova,Norte,Rua Jaime Cruz,Casas,161,2,1,2
620148,69054000,Manaus,Parque 10 de Novembro,Centro-Sul,Rua Dom João VI,Casas,150,3,2,4
2287998,69057000,Manaus,Adrianópolis,Centro-Sul,Avenida Mário Ypiranga - até 436/437,Apartamentos,215,4,5,5
1800000,69037000,Manaus,Ponta Negra,Oeste,Avenida Coronel Teixeira,Casas,504,4,5,5
900000,69093074,Manaus,Colônia Terra Nova,Norte,Rua Apurina Colony,Casas,472,5,2,5
265026,69058000,Manaus,Flores,Centro-Sul,Conjunto Anavilhanas,Casas,80,3,2,2
2000000,69037030,Manaus,Ponta Negra,Oeste,Alameda Suécia,Casas,600,4,0,5
40000,69044230,Manaus,Planalto,Centro-Oeste,Rua Sicília,Apartamentos,42,2,1,1
100000,69080000,Manaus,Coroado,Leste,Rua Marquesa de Santos,Casas,null,3,3,2
780000,69055080,Manaus,Parque 10 de Novembro,Centro-Sul,Rua A,Apartamentos,129,3,2,4
220030,69057586,Manaus,Adrianópolis,Centro-Sul,Rua Bohemundo de Tarento,Apartamentos,50,1,1,1
316000,69044235,Manaus,Planalto,Centro-Oeste,Avenida José Moacir Teberga de Toledo,Apartamentos,59,2,1,2
389265,69058030,Manaus,Flores,Centro-Sul,Avenida Professor Nilton Lins,Apartamentos,69,2,2,2
399997,69055161,Manaus,Parque 10 de Novembro,Centro-Sul,Rua dos Passes,Apartamentos,76,3,2,2
1200000,69010160,Manaus,Centro,Sul,Avenida Constantino Nery - até 1106/1107,Casas,550,3,2,3
450000,69090002,Manaus,Cidade Nova,Norte,Avenida Max Teixeira - de 3039/3040 ao fim,Apartamentos,96,3,1,2
550000,69078100,Manaus,Japiim,Sul,Avenida Jorge Biváqua,Casas,300,3,4,3
250000,69098052,Manaus,Novo Aleixo,Norte,Rua Jaciara,Casas,70,2,4,1
243000,69038300,Manaus,Lírio do Vale,Oeste,Travessa Jussiape,Casas,81,3,2,1
